[ẩm ướt]	{}	"humid(icl>adj)"	"CONTAINING OR CHARACTERIZED BY A GREAT DEAL OF WATER VAPOR"	"HUMID AIR"	{a}	2,auto-polysemic-3lang;
[ẩm ướt]	{}	"moist(icl>adj,equ>damp)"	"SLIGHTLY WET"	"A MOIST BREEZE"	{a}	2,auto-polysemic-3lang;
[ấm]	{}	"warm(icl>adj,ant>cool)"	"PSYCHOLOGICALLY WARM"	"A WARM GREETING"	{a}	2,auto-polysemic-3lang;
[ầm ỹ]	{}	"boisterous(icl>adj)"	"FULL OF ROUGH AND EXUBERANT ANIMAL SPIRITS"	"BOISTEROUS PRACTICAL JOKES"	{a}	1,auto-monosemic-1lang;
[anbom]	{}	"album(icl>book>thing)"	"A BOOK OF BLANK PAGES WITH POCKETS OR ENVELOPES"	"FOR ORGANIZING PHOTOGRAPHS OR STAMP COLLECTIONS ETC"	{n}	2,auto-polysemic-3lang;
[anbom]	{}	"album(icl>medium>thing)"	"ONE OR MORE RECORDINGS ISSUED TOGETHER"	"ORIGINALLY RELEASED ON 12-INCH PHONOGRAPH RECORDS (USUALLY WITH ATTRACTIVE RECORD COVERS) AND LATER ON CASSETTE AUDIO TAPE AND COMPACT DISC"	{n}	2,auto-polysemic-3lang;
[ân cần]	{}	"considerate(icl>adj,ant>inconsiderate)"	"SHOWING CONCERN FOR THE RIGHTS AND FEELINGS OF OTHERS"	"FRIENDS CONSIDERATE ENOUGH TO LEAVE US ALONE"	{a}	2,auto-polysemic-3lang;
[ấn định]	{}	"fix(icl>set>do,equ>fasten,agt>person,obj>thing,plc>thing,ins>thing)"	"CAUSE TO BE FIRMLY ATTACHED, STABLE OR STATIONARY"	"SHE FIXED HER GAZE (OBJ) ON THE MAN (PLC); LET'S FIX THE PICTURE (OBJ) TO THE FRAME (PLC)"	{v}	2,auto-polysemic-3lang;
[ẩn dụ]	{}	"figurative(icl>adj,ant>literal)"	"(USED OF THE MEANINGS OF WORDS OR TEXT) NOT LITERAL"	"FIGURATIVE LANGUAGE"	{a}	2,auto-polysemic-3lang;
[ẩn dụ]	{}	"metaphorical(icl>adj)"	"EXPRESSING ONE THING IN TERMS NORMALLY DENOTING ANOTHER"	"A METAPHORICAL EXPRESSION"	{a}	2,auto-polysemic-3lang;
[ăn được]	{}	"eatable(icl>adj,equ>edible,ant>inedible)"	"SUITABLE FOR USE AS FOOD"	""	{a}	2,auto-polysemic-3lang;
[ăn được]	{}	"edible(icl>adj,ant>inedible)"	"SUITABLE FOR USE AS FOOD"	""	{a}	2,auto-polysemic-3lang;
[ăn]	{}	"eat(icl>consume>do,agt>living_thing,obj>concrete_thing,ins>thing)"	"TAKE IN SOLID FOOD"	"SHE WAS EATING A BANANA"	{v}	2,auto-polysemic-3lang;
[an-giê-ri]	{}	"algerian(icl>adj,com>algeria)"	"OF OR RELATING TO OR CHARACTERISTIC OF ALGERIA OR ITS INHABITANTS"	"ALGERIAN TOWNS"	{a}	3,auto-monosemic-3lang;
[ăng-lô xắc-xông]	{}	"anglo-saxon(icl>adj,com>anglo-saxon)"	"OF OR RELATING TO THE ANGLO-SAXONS OR THEIR LANGUAGE"	"ANGLO-SAXON POETRY"	{a}	2,auto-monosemic-2lang;
[anh]	{}	"brother(icl>male_sibling>thing,ant>sister)"	"A MALE WITH THE SAME PARENTS AS SOMEONE ELSE"	"MY BROTHER STILL LIVES WITH OUR PARENTS"	{n}	2,auto-polysemic-3lang;
[anh]	{}	"brother(icl>member>thing)"	"A MAN WHO IS A FELLOW MEMBER (OF A FRATERNITY OR RELIGION OF OTHER GROUP)"	"NONE OF HIS BROTHERS WOULD BETRAY HIM"	{n}	2,auto-polysemic-3lang;
[anh cả]	{}	"elder(icl>adj)"	"USED OF THE OLDER OF TWO PERSONS OF THE SAME NAME ESPECIALLY USED TO DISTINGUISH A FATHER FROM HIS SON"	"BILL ADAMS, SR."	{a}	2,auto-monosemic-2lang;
[anh dân quân]	{}	"militiaperson(icl>soldier>thing)"	"A MEMBER OF THE MILITIA"	"SERVES ONLY DURING EMERGENCIES"	{n}	2,auto-monosemic-2lang;
[anh hàng cá]	{}	"fishmonger(icl>trader>thing)"	"SOMEONE WHO SELLS FISH"	""	{n}	2,auto-monosemic-2lang;
[anh họ]	{}	"cousin(icl>relative>person,pos>person)"	"THE CHILD OF YOUR AUNT OR UNCLE"	"MY COUSIN MARK HELPED ME"	{n}	2,auto-monosemic-2lang;
[anh hùng]	{}	"heroic(icl>adj,equ>desperate)"	"SHOWING EXTREME COURAGE"	"THEY TOOK HEROIC MEASURES TO SAVE HIS LIFE"	{a}	2,auto-polysemic-3lang;
[anh hùng]	{}	"heroic(icl>adj)"	"HAVING OR DISPLAYING QUALITIES APPROPRIATE FOR HEROES"	"THE HEROIC ATTACK ON THE BEACHES OF NORMANDY"	{a}	2,auto-polysemic-3lang;
[ánh lửa]	{}	"fire(icl>attack>thing)"	"THE ACT OF FIRING WEAPONS OR ARTILLERY AT AN ENEMY"	"HOLD YOUR FIRE UNTIL YOU CAN SEE THE WHITES OF THEIR EYES"	{n}	2,auto-polysemic-3lang;
[ánh lửa]	{}	"fire(icl>combustion>thing)"	"THE PROCESS OF COMBUSTION OF INFLAMMABLE MATERIALS PRODUCING HEAT AND LIGHT AND (OFTEN) SMOKE"	"FIRE WAS ONE OF OUR ANCESTORS' FIRST DISCOVERIES"	{n}	2,auto-polysemic-3lang;
[ánh lửa]	{}	"fire(icl>element>thing)"	"ONCE THOUGHT TO BE ONE OF FOUR ELEMENTS COMPOSING THE UNIVERSE (EMPEDOCLES)"	""	{n}	2,auto-polysemic-3lang;
[anh ngốc]	{}	"simpleton(icl>person>thing)"	"A PERSON LACKING INTELLIGENCE OR COMMON SENSE"	""	{n}	1,auto-monosemic-1lang;
[anh quỷnh]	{}	"simpleton(icl>person>thing)"	"A PERSON LACKING INTELLIGENCE OR COMMON SENSE"	""	{n}	1,auto-monosemic-1lang;
[ánh sáng]	{}	"fire(icl>attack>thing)"	"THE ACT OF FIRING WEAPONS OR ARTILLERY AT AN ENEMY"	"HOLD YOUR FIRE UNTIL YOU CAN SEE THE WHITES OF THEIR EYES"	{n}	2,auto-polysemic-3lang;
[ánh sáng]	{}	"fire(icl>combustion>thing)"	"THE PROCESS OF COMBUSTION OF INFLAMMABLE MATERIALS PRODUCING HEAT AND LIGHT AND (OFTEN) SMOKE"	"FIRE WAS ONE OF OUR ANCESTORS' FIRST DISCOVERIES"	{n}	2,auto-polysemic-3lang;
[ánh sáng]	{}	"fire(icl>element>thing)"	"ONCE THOUGHT TO BE ONE OF FOUR ELEMENTS COMPOSING THE UNIVERSE (EMPEDOCLES)"	""	{n}	2,auto-polysemic-3lang;
[ánh sáng]	{}	"light(icl>source_of_illumination>thing)"	"ANY DEVICE SERVING AS A SOURCE OF ILLUMINATION"	"HE STOPPED THE CAR AND TURNED OFF THE LIGHTS"	{n}	2,auto-polysemic-3lang;
[ảnh]	{}	"shot(icl>photograph>thing,equ>snapshot)"	"AN INFORMAL PHOTOGRAPH"	"USUALLY MADE WITH A SMALL HAND-HELD CAMERA"	{n}	2,auto-polysemic-3lang;
[anh thộn]	{}	"simpleton(icl>person>thing)"	"A PERSON LACKING INTELLIGENCE OR COMMON SENSE"	""	{n}	1,auto-monosemic-1lang;
[anh tự vệ]	{}	"militiaperson(icl>soldier>thing)"	"A MEMBER OF THE MILITIA"	"SERVES ONLY DURING EMERGENCIES"	{n}	2,auto-monosemic-2lang;
[anh vợ]	{}	"brother-in-law(icl>in-law>thing)"	"A BROTHER BY MARRIAGE"	""	{n}	2,auto-polysemic-3lang;
[anilin]	{}	"aniline(icl>amine>thing)"	"OILY POISONOUS LIQUID AMINE OBTAINED FROM NITROBENZENE AND USED TO MAKE DYES AND PLASTICS AND MEDICINES"	""	{n}	2,auto-monosemic-2lang;
[anion]	{}	"anion(icl>ion>thing)"	"A NEGATIVELY CHARGED ION"	""	{n}	2,auto-monosemic-2lang;
[ăn không ngồi rồi]	{}	"laze(icl>do,equ>idle,agt>thing)"	"BE IDLE"	"EXIST IN A CHANGELESS SITUATION"	{v}	2,auto-polysemic-3lang;
[ẩn]	{}	"latent(icl>adj)"	"NOT PRESENTLY ACTIVE"	"LATENT INFECTION"	{a}	2,auto-polysemic-3lang;
[ăn mặc]	{}	"toilet(icl>plumbing_fixture>thing)"	"A PLUMBING FIXTURE FOR DEFECATION AND URINATION"	""	{n}	2,auto-polysemic-3lang;
[ăn mòn]	{}	"scathing(icl>adj)"	"MARKED BY HARSHLY ABUSIVE CRITICISM"	"HIS SCATHING REMARKS ABOUT SILLY LADY NOVELISTS"	{a}	2,auto-polysemic-3lang;
[ân nhân]	{}	"benefactor(icl>good_person>thing)"	"A PERSON WHO HELPS PEOPLE OR INSTITUTIONS (ESPECIALLY WITH FINANCIAL HELP)"	""	{n}	2,auto-polysemic-3lang;
[ấn]	{}	"press(icl>push>do,agt>person,obj>thing)"	"EXERT PRESSURE TO OR UPON"	"LILY (AGT) PRESSED THE SWITCH (OBJ)"	{v}	2,auto-polysemic-3lang;
[ăn thịt đồng loại]	{}	"cannibalistic(icl>adj,com>cannibal)"	"CHARACTERISTIC OF CANNIBALS OR EXHIBITING CANNIBALISM"	"CANNIBALISTIC BEHAVIOR"	{a}	1,auto-monosemic-1lang;
[ăn thịt]	{}	"flesh-eating(icl>adj,equ>flesh-eating)"	"(OF ANIMALS) CARNIVOROUS"	""	{a}	2,auto-polysemic-3lang;
[antimon]	{}	"antimony(icl>metallic_element>thing)"	"A METALLIC ELEMENT HAVING FOUR ALLOTROPIC FORMS"	"USED IN A WIDE VARIETY OF ALLOYS"	{n}	2,auto-monosemic-2lang;
[antraxit]	{}	"anthracite(icl>coal>thing)"	"A HARD NATURAL COAL THAT BURNS SLOWLY AND GIVES INTENSE HEAT"	""	{n}	2,auto-monosemic-2lang;
[ăn trộm]	{}	"thieve(icl>steal>do,equ>hook,plf>thing,agt>volitional_thing,obj>concrete_thing)"	"TAKE BY THEFT"	"SOMEONE SNITCHED MY WALLET!"	{v}	2,auto-polysemic-3lang;
[ấn tượng đầu]	{}	"foretaste(icl>expectation>thing)"	"AN EARLY LIMITED AWARENESS OF SOMETHING YET TO OCCUR"	""	{n}	2,auto-monosemic-2lang;
[an ủi]	{}	"console(icl>do,equ>comfort,agt>thing,obj>thing,met>thing)"	"GIVE MORAL OR EMOTIONAL STRENGTH TO"	""	{v}	2,auto-polysemic-3lang;
[an ủi]	{}	"solace(icl>do,equ>comfort,agt>thing,obj>thing,met>thing)"	"GIVE MORAL OR EMOTIONAL STRENGTH TO"	""	{v}	2,auto-polysemic-3lang;
[ấn vào thùng]	{}	"daunt(icl>frighten>do,agt>thing,obj>person,met>uw)"	"MAKE SOMEONE FEEL AFRAID OR LESS CONFIDENT"	"NOTHING CAN DAUNT HIM (OBJ)"	{v}	1,auto-monosemic-1lang;
[ăn vội vàng]	{}	"snack(icl>eat>do,equ>nosh,agt>person,obj>thing)"	"EAT A SNACK"	"EAT LIGHTLY"	{v}	1,auto-monosemic-1lang;
[áo bọc]	{}	"jacket(icl>wrapping>thing)"	"AN OUTER WRAPPING OR CASING"	"PHONOGRAPH RECORDS WERE SOLD IN CARDBOARD JACKETS"	{n}	1,auto-monosemic-1lang;
[áo cộc tay và thường có đính biểu trưng của một tổ chức nào đó]	{}	"blazer(icl>jacket>thing)"	"LIGHTWEIGHT SINGLE-BREASTED JACKET"	"OFTEN STRIPED IN THE COLORS OF A CLUB OR SCHOOL"	{n}	2,auto-monosemic-2lang;
[ảo giác]	{}	"hallucination(icl>delusion>thing)"	"ILLUSORY PERCEPTION"	"A COMMON SYMPTOM OF SEVERE MENTAL DISORDER"	{n}	2,auto-polysemic-3lang;
[áo giáp của bại tướng]	{}	"trophy(icl>award>thing)"	"SOMETHING GIVEN AS A TOKEN OF VICTORY"	""	{n}	2,auto-monosemic-2lang;
[ảo]	{}	"imaginary(icl>adj,equ>fanciful)"	"NOT BASED ON FACT"	"A SMALL CHILD'S IMAGINARY FRIENDS"	{a}	2,auto-polysemic-3lang;
[áo khoác ngoài]	{}	"smock(icl>coverall>thing,equ>duster)"	"A LOOSE COVERALL (COAT OR FROCK) REACHING DOWN TO THE ANKLES"	""	{n}	2,auto-polysemic-3lang;
[áo kimônô]	{}	"kimono(icl>robe>thing)"	"A LOOSE ROBE"	"IMITATED FROM ROBES ORIGINALLY WORN BY JAPANESE"	{n}	2,auto-monosemic-2lang;
[áo len dài tay]	{}	"sweater(icl>garment>thing)"	"A CROCHETED OR KNITTED GARMENT COVERING THE UPPER PART OF THE BODY"	""	{n}	2,auto-polysemic-3lang;
[áo phi công]	{}	"spacesuit(icl>pressure_suit>thing)"	"A PRESSURE SUIT WORN BY ASTRONAUTS WHILE IN OUTER SPACE"	""	{n}	1,auto-monosemic-1lang;
[áo phủ]	{}	"jacket(icl>wrapping>thing)"	"AN OUTER WRAPPING OR CASING"	"PHONOGRAPH RECORDS WERE SOLD IN CARDBOARD JACKETS"	{n}	1,auto-monosemic-1lang;
[ao]	{}	"pond(icl>lake>thing)"	"A SMALL LAKE"	"THE POND WAS TOO SMALL FOR SAILING"	{n}	2,auto-polysemic-3lang;
[áo quan]	{}	"coffin(icl>box>thing)"	"BOX IN WHICH A CORPSE IS BURIED OR CREMATED"	""	{n}	2,auto-polysemic-3lang;
[áo tắm hai mảnh]	{}	"bikini(icl>swimsuit>thing)"	"A WOMAN'S VERY BRIEF BATHING SUIT"	""	{n}	2,auto-monosemic-2lang;
[áo tím]	{}	"violet(icl>adj,equ>purple)"	"OF A COLOR INTERMEDIATE BETWEEN RED AND BLUE"	""	{a}	2,auto-monosemic-2lang;
[apatit]	{}	"apatite(icl>mineral>thing)"	"A COMMON COMPLEX MINERAL CONSISTING OF CALCIUM FLUORIDE PHOSPHATE OR CALCIUM CHLORIDE PHOSPHATE"	"A SOURCE OF PHOSPHORUS"	{n}	2,auto-monosemic-2lang;
[áp lực]	{}	"pressure(icl>force>thing)"	"A FORCE THAT COMPELS"	"THE PUBLIC BROUGHT PRESSURE TO BEAR ON THE GOVERNMENT"	{n}	2,auto-polysemic-3lang;
[áp lực]	{}	"pressure(icl>physical_phenomenon>thing)"	"THE FORCE APPLIED TO A UNIT AREA OF SURFACE"	"THE COMPRESSED GAS EXERTS AN INCREASED PRESSURE"	{n}	2,auto-polysemic-3lang;
[áp xe lưỡi]	{}	"gumboil(icl>boil>thing)"	"A BOIL OR ABSCESS ON THE GUMS"	""	{n}	2,auto-monosemic-2lang;
[aria]	{}	"aria(icl>song>thing)"	"AN ELABORATE SONG FOR SOLO VOICE"	""	{n}	2,auto-monosemic-2lang;
[arithmetical]	{}	"arithmetic(icl>pure_mathematics>thing)"	"THE BRANCH OF PURE MATHEMATICS DEALING WITH THE THEORY OF NUMERICAL CALCULATIONS"	""	{n}	1,auto-monosemic-1lang;
[asen]	{}	"arsenic(icl>trioxide>thing)"	"A WHITE POWDERED POISONOUS TRIOXIDE OF ARSENIC"	"USED IN MANUFACTURING GLASS AND AS A PESTICIDE (RAT POISON) AND WEED KILLER"	{n}	2,auto-polysemic-3lang;
[assign]	{}	"assignee(icl>party>thing)"	"(LAW) THE PARTY TO WHOM SOMETHING IS ASSIGNED (E.G., SOMEONE TO WHOM A RIGHT OR PROPERTY IS LEGALLY TRANSFERRED)"	""	{n}	1,auto-monosemic-1lang;
[as soon as]	{}	"soon(icl>how)"	"IN THE NEAR FUTURE"	"THE DOCTOR WILL SOON BE HERE"	{misc}	1,auto-monosemic-1lang;
[atbet]	{}	"asbestos(icl>amphibole>thing)"	"A FIBROUS AMPHIBOLE"	"USED FOR MAKING FIREPROOF ARTICLES"	{n}	1,auto-monosemic-1lang;
[atpirin]	{}	"aspirin(icl>salicylate>thing)"	"THE ACETYLATED DERIVATIVE OF SALICYLIC ACID"	"USED AS AN ANALGESIC ANTI-INFLAMMATORY DRUG (TRADE NAMES BAYER AND EMPIRIN) USUALLY TAKEN IN TABLET FORM"	{n}	2,auto-monosemic-2lang;
[auric]	{}	"auric(icl>adj,equ>aurous,com>gold)"	"OF OR RELATING TO OR CONTAINING OR DERIVED FROM GOLD"	""	{a}	1,auto-monosemic-1lang;
[ẩu]	{}	"slipshod(icl>adj,equ>haphazard)"	"MARKED BY GREAT CARELESSNESS"	"SLIPSHOD SPELLING"	{a}	2,auto-polysemic-3lang;
[âu]	{}	"sluice(icl>conduit>thing)"	"CONDUIT THAT CARRIES A RAPID FLOW OF WATER CONTROLLED BY A SLUICEGATE"	""	{n}	2,auto-polysemic-3lang;
[ấu trùng]	{}	"larva(icl>animal>thing)"	"THE IMMATURE FREE-LIVING FORM OF MOST INVERTEBRATES AND AMPHIBIANS AND FISH WHICH AT HATCHING FROM THE EGG IS FUNDAMENTALLY UNLIKE ITS PARENT AND MUST METAMORPHOSE"	""	{n}	2,auto-polysemic-3lang;
[âu yếm]	{}	"caress(icl>touch>do,agt>thing,obj>thing)"	"TOUCH OR STROKE LIGHTLY IN A LOVING OR ENDEARING MANNER"	"HE CARESSED HER FACE"	{v}	2,auto-polysemic-3lang;
[axeton]	{}	"acetone(icl>ketone>thing)"	"THE SIMPLEST KETONE"	"A HIGHLY INFLAMMABLE LIQUID WIDELY USED AS AN ORGANIC SOLVENT AND AS MATERIAL FOR MAKING PLASTICS"	{n}	2,auto-monosemic-2lang;
[axil]	{}	"axilla(icl>cavity>thing,equ>armpit)"	"THE HOLLOW UNDER THE ARM WHERE IT IS JOINED TO THE SHOULDER"	"THEY WERE UP TO THEIR ARMPITS IN WATER"	{n}	1,auto-monosemic-1lang;
[bậc ba]	{}	"cubic(icl>adj,ant>linear)"	"HAVING THREE DIMENSIONS"	""	{a}	2,auto-polysemic-3lang;
[bác bẻ]	{}	"object(icl>express>do,cob>thing,agt>person,obj>uw,rec>thing)"	"EXPRESS OR RAISE AN OBJECTION OR PROTEST OR CRITICISM OR EXPRESS DISSENT"	"WHEN ASKED TO DRIVE THE TRUCK, SHE OBJECTED THAT (OBJ) SHE DID NOT HAVE A DRIVER'S LICENSE / MY WIFE (AGT) OBJECTS TO MODERN FURNITURE (COB)"	{v}	2,auto-monosemic-2lang;
[) bắc cầu]	{}	"transitive(icl>adj,ant>intransitive)"	"DESIGNATING A VERB THAT REQUIRES A DIRECT OBJECT TO COMPLETE THE MEANING"	""	{a}	2,auto-monosemic-2lang;
[bách hợp]	{}	"lily(icl>liliaceous_plant>thing)"	"ANY LILIACEOUS PLANT OF THE GENUS LILIUM HAVING SHOWY PENDULOUS FLOWERS"	""	{n}	1,auto-monosemic-1lang;
[bạch kim]	{}	"platinum(icl>noble_metal>thing)"	"A HEAVY PRECIOUS METALLIC ELEMENT"	"GREY-WHITE AND RESISTANT TO CORRODING"	{n}	2,auto-monosemic-2lang;
[bà chủ trì lễ khánh thành]	{}	"godmother(icl>godparent>thing)"	"ANY WOMAN WHO SERVES AS A SPONSOR FOR A CHILD AT BAPTISM"	""	{n}	2,auto-monosemic-2lang;
[bạch]	{}	"white(icl>adj,ant>black)"	"OF OR BELONGING TO A RACIAL GROUP HAVING LIGHT SKIN COLORATION"	"WHITE POPULATION"	{a}	2,auto-polysemic-3lang;
