[ầm ầm]	{v}	"rumble(icl>sound>occur,obj>thing,ins>thing)"	"MAKE A LOW NOISE"	"RUMBLING THUNDER"	{v}	2,auto-polysemic-3lang;
[ấm áp]	{a}	"warm(icl>adj,ant>cool)"	"PSYCHOLOGICALLY WARM"	"A WARM GREETING"	{a}	2,auto-polysemic-3lang;
[ấm]	{a}	"warm(icl>adj,ant>cool)"	"PSYCHOLOGICALLY WARM"	"A WARM GREETING"	{a}	2,auto-polysemic-3lang;
[âm điệu]	{n}	"intonation(icl>prosody>thing)"	"RISE AND FALL OF THE VOICE PITCH"	""	{n}	2,auto-polysemic-3lang;
[ametit]	{n}	"amethyst(icl>quartz>thing)"	"A TRANSPARENT PURPLE VARIETY OF QUARTZ"	"USED AS A GEMSTONE"	{n}	2,auto-monosemic-2lang;
[âm học]	{a}	"acoustic(icl>adj,com>acoustics)"	"OF OR RELATING TO THE SCIENCE OF ACOUSTICS"	"ACOUSTIC PROPERTIES OF A HALL"	{a}	2,auto-polysemic-3lang;
[âm học]	{n}	"acoustics(icl>physics>thing)"	"THE STUDY OF THE PHYSICAL PROPERTIES OF SOUND"	""	{n}	2,auto-polysemic-3lang;
[amiăng]	{n}	"asbestos(icl>amphibole>thing)"	"A FIBROUS AMPHIBOLE"	"USED FOR MAKING FIREPROOF ARTICLES"	{n}	2,auto-monosemic-2lang;
[amian]	{n}	"asbestos(icl>amphibole>thing)"	"A FIBROUS AMPHIBOLE"	"USED FOR MAKING FIREPROOF ARTICLES"	{n}	3,auto-monosemic-3lang;
[amiđan]	{n}	"tonsil(icl>lymphatic_tissue>thing)"	"EITHER OF TWO MASSES OF LYMPHATIC TISSUE ONE ON EACH SIDE OF THE ORAL PHARYNX"	""	{n}	3,auto-monosemic-3lang;
[amin]	{n}	"amine(icl>methane_series>thing)"	"A COMPOUND DERIVED FROM AMMONIA BY REPLACING HYDROGEN ATOMS BY UNIVALENT HYDROCARBON RADICALS"	""	{n}	2,auto-monosemic-2lang;
[amip]	{n}	"amoeba(icl>rhizopod>thing,equ>ameba)"	"NAKED FRESHWATER OR MARINE OR PARASITIC PROTOZOA THAT FORM TEMPORARY PSEUDOPODS FOR FEEDING AND LOCOMOTION"	""	{n}	2,auto-monosemic-2lang;
[amit]	{n}	"amide(icl>organic_compound>thing)"	"ANY ORGANIC COMPOUND CONTAINING THE GROUP -CONH2"	""	{n}	2,auto-monosemic-2lang;
[âm lập thể]	{a}	"stereophonic(icl>adj)"	"DESIGNATING SOUND TRANSMISSION FROM TWO SOURCES THROUGH TWO CHANNELS"	""	{a}	2,auto-monosemic-2lang;
[âm lượng]	{n}	"volume(icl>property,obj>sound)"	"THE MAGNITUDE OF SOUND (USUALLY IN A SPECIFIED DIRECTION)"	"THE KIDS PLAYED THEIR MUSIC AT FULL VOLUME"	{n}	2,auto-polysemic-3lang;
[âm mưu]	{n}	"intrigue(icl>plot>thing)"	"A CRAFTY AND INVOLVED PLOT TO ACHIEVE YOUR (USUALLY SINISTER) ENDS"	""	{n}	2,auto-polysemic-3lang;
[âm mưu]	{n}	"machination(icl>plot>thing,equ>intrigue)"	"A CRAFTY AND INVOLVED PLOT TO ACHIEVE YOUR (USUALLY SINISTER) ENDS"	""	{n}	2,auto-polysemic-3lang;
[âm nhạc]	{n}	"music(icl>activity>thing)"	"MUSICAL ACTIVITY (SINGING OR WHISTLING ETC.)"	"HIS MUSIC WAS HIS CENTRAL INTEREST"	{n}	2,auto-polysemic-3lang;
[âm nhạc]	{n}	"music(icl>auditory_communication>thing)"	"AN ARTISTIC FORM OF AUDITORY COMMUNICATION INCORPORATING INSTRUMENTAL OR VOCAL TONES IN A STRUCTURED AND CONTINUOUS MANNER"	""	{n}	2,auto-polysemic-3lang;
[àm nhiễm bẩn]	{v}	"pollute(icl>dirty>do,cob>matter,agt>thing,obj>matter)"	"MAKE IMPURE"	"THE INDUSTRIAL WASTES POLLUTED THE LAKE"	{v}	2,auto-monosemic-2lang;
[âm]	{n}	"sound(icl>auditory_communication>thing,equ>audio)"	"THE AUDIBLE PART OF A TRANSMITTED SIGNAL"	""	{n}	2,auto-polysemic-3lang;
[âm]	{n}	"sound(icl>happening>thing)"	"THE SUDDEN OCCURRENCE OF AN AUDIBLE EVENT"	"THE SOUND AWAKENED THEM"	{n}	2,auto-polysemic-3lang;
[âm]	{n}	"sound(icl>language_unit>thing,equ>phone,fld>phonetics)"	"(PHONETICS) AN INDIVIDUAL SOUND UNIT OF SPEECH WITHOUT CONCERN AS TO WHETHER OR NOT IT IS A PHONEME OF SOME LANGUAGE"	""	{n}	2,auto-polysemic-3lang;
[âm]	{n}	"sound(icl>mechanical_phenomenon>thing)"	"MECHANICAL VIBRATIONS TRANSMITTED BY AN ELASTIC MEDIUM"	"FALLING TREES MAKE A SOUND IN THE FOREST"	{n}	2,auto-polysemic-3lang;
[âm]	{n}	"sound(icl>sound_property>abstract_thing,obj>thing)"	"THE PARTICULAR AUDITORY EFFECT PRODUCED BY A GIVEN CAUSE"	"THE SOUND OF RAIN (OBJ) ON THE ROOF"	{n}	2,auto-polysemic-3lang;
[amoni]	{n}	"ammonium(icl>ammonia>thing)"	"THE ION NH4 DERIVED FROM AMMONIA"	"BEHAVES IN MANY RESPECTS LIKE AN ALKALI METAL ION"	{n}	2,auto-monosemic-2lang;
[ampe kế]	{n}	"ammeter(icl>meter>thing)"	"A METER THAT MEASURES THE FLOW OF ELECTRICAL CURRENT IN AMPERES"	""	{n}	1,auto-monosemic-1lang;
[âm tạp]	{n}	"cacophony(icl>noise>thing,equ>blare)"	"A LOUD HARSH OR STRIDENT NOISE"	""	{n}	2,auto-polysemic-3lang;
[âm thanh]	{n}	"sound(icl>auditory_communication>thing,equ>audio)"	"THE AUDIBLE PART OF A TRANSMITTED SIGNAL"	""	{n}	2,auto-polysemic-3lang;
[âm thanh]	{n}	"sound(icl>happening>thing)"	"THE SUDDEN OCCURRENCE OF AN AUDIBLE EVENT"	"THE SOUND AWAKENED THEM"	{n}	2,auto-polysemic-3lang;
[âm thanh]	{n}	"sound(icl>language_unit>thing,equ>phone,fld>phonetics)"	"(PHONETICS) AN INDIVIDUAL SOUND UNIT OF SPEECH WITHOUT CONCERN AS TO WHETHER OR NOT IT IS A PHONEME OF SOME LANGUAGE"	""	{n}	2,auto-polysemic-3lang;
[âm thanh]	{n}	"sound(icl>mechanical_phenomenon>thing)"	"MECHANICAL VIBRATIONS TRANSMITTED BY AN ELASTIC MEDIUM"	"FALLING TREES MAKE A SOUND IN THE FOREST"	{n}	2,auto-polysemic-3lang;
[âm thanh]	{n}	"sound(icl>sound_property>abstract_thing,obj>thing)"	"THE PARTICULAR AUDITORY EFFECT PRODUCED BY A GIVEN CAUSE"	"THE SOUND OF RAIN (OBJ) ON THE ROOF"	{n}	2,auto-polysemic-3lang;
[âm tiết]	{n}	"syllable(icl>language_unit>thing)"	"A UNIT OF SPOKEN LANGUAGE LARGER THAN A PHONEME"	"THE WORD `POCKET' HAS TWO SYLLABLES"	{n}	2,auto-polysemic-3lang;
[ẩm ướt]	{a}	"damp(icl>adj)"	"SLIGHTLY WET"	"CLOTHES DAMP WITH PERSPIRATION"	{a}	2,auto-polysemic-3lang;
[ẩm ướt]	{a}	"dank(icl>adj,equ>clammy)"	"UNPLEASANTLY COOL AND HUMID"	"A DANK CELLAR"	{a}	2,auto-polysemic-3lang;
[ẩm ướt]	{a}	"humid(icl>adj)"	"CONTAINING OR CHARACTERIZED BY A GREAT DEAL OF WATER VAPOR"	"HUMID AIR"	{a}	2,auto-polysemic-3lang;
[ẩm ướt]	{a}	"moist(icl>adj,equ>damp)"	"SLIGHTLY WET"	"A MOIST BREEZE"	{a}	2,auto-polysemic-3lang;
[ầm ỹ]	{a}	"boisterous(icl>adj)"	"FULL OF ROUGH AND EXUBERANT ANIMAL SPIRITS"	"BOISTEROUS PRACTICAL JOKES"	{a}	1,auto-monosemic-1lang;
[ẩn]	{a}	"latent(icl>adj)"	"NOT PRESENTLY ACTIVE"	"LATENT INFECTION"	{a}	2,auto-polysemic-3lang;
[anbom]	{n}	"album(icl>book>thing)"	"A BOOK OF BLANK PAGES WITH POCKETS OR ENVELOPES"	"FOR ORGANIZING PHOTOGRAPHS OR STAMP COLLECTIONS ETC"	{n}	2,auto-polysemic-3lang;
[anbom]	{n}	"album(icl>medium>thing)"	"ONE OR MORE RECORDINGS ISSUED TOGETHER"	"ORIGINALLY RELEASED ON 12-INCH PHONOGRAPH RECORDS (USUALLY WITH ATTRACTIVE RECORD COVERS) AND LATER ON CASSETTE AUDIO TAPE AND COMPACT DISC"	{n}	2,auto-polysemic-3lang;
[ân cần]	{a}	"considerate(icl>adj,ant>inconsiderate)"	"SHOWING CONCERN FOR THE RIGHTS AND FEELINGS OF OTHERS"	"FRIENDS CONSIDERATE ENOUGH TO LEAVE US ALONE"	{a}	2,auto-polysemic-3lang;
[ăn cắp]	{v}	"steal(icl>filch>do,agt>living_thing,obj>concrete_thing,cag>thing)"	"TAKE SOMETHING THAT BELONGS TO SOMEONE ELSE"	"HE STOLE 45 IN CASH; A WELL-KNOWN SCIENTIST WAS ACCUSED OF STEALING HIS FORMER STUDENT'S IDEAS"	{v}	2,auto-polysemic-3lang;
[ẩn cư]	{a}	"cloistered(icl>adj)"	"PROVIDING PRIVACY OR SECLUSION"	"THE CLOISTERED ACADEMIC WORLD OF BOOKS"	{a}	2,auto-monosemic-2lang;
[ấn định lại]	{a}	"appointed(icl>adj,equ>furnished,agt>thing,pur>thing)"	"FURNISHED"	"A BEAUTIFULLY APPOINTED HOUSE (OBJ)"	{a}	2,auto-monosemic-2lang;
[ấn định]	{v}	"fix(icl>set>do,equ>fasten,agt>person,obj>thing,plc>thing,ins>thing)"	"CAUSE TO BE FIRMLY ATTACHED, STABLE OR STATIONARY"	"SHE FIXED HER GAZE (OBJ) ON THE MAN (PLC); LET'S FIX THE PICTURE (OBJ) TO THE FRAME (PLC)"	{v}	2,auto-polysemic-3lang;
[ẩn dụ]	{a}	"figurative(icl>adj,ant>literal)"	"(USED OF THE MEANINGS OF WORDS OR TEXT) NOT LITERAL"	"FIGURATIVE LANGUAGE"	{a}	2,auto-polysemic-3lang;
[ẩn dụ]	{a}	"metaphorical(icl>adj)"	"EXPRESSING ONE THING IN TERMS NORMALLY DENOTING ANOTHER"	"A METAPHORICAL EXPRESSION"	{a}	2,auto-polysemic-3lang;
[ăn được]	{a}	"eatable(icl>adj,equ>edible,ant>inedible)"	"SUITABLE FOR USE AS FOOD"	""	{a}	2,auto-polysemic-3lang;
[ăn được]	{a}	"edible(icl>adj,ant>inedible)"	"SUITABLE FOR USE AS FOOD"	""	{a}	2,auto-polysemic-3lang;
[an-giê-ri]	{a}	"algerian(icl>adj,com>algeria)"	"OF OR RELATING TO OR CHARACTERISTIC OF ALGERIA OR ITS INHABITANTS"	"ALGERIAN TOWNS"	{a}	3,auto-monosemic-3lang;
[ăng-lô xắc-xông]	{a}	"anglo-saxon(icl>adj,com>anglo-saxon)"	"OF OR RELATING TO THE ANGLO-SAXONS OR THEIR LANGUAGE"	"ANGLO-SAXON POETRY"	{a}	2,auto-monosemic-2lang;
[anh cả]	{a}	"elder(icl>adj)"	"USED OF THE OLDER OF TWO PERSONS OF THE SAME NAME ESPECIALLY USED TO DISTINGUISH A FATHER FROM HIS SON"	"BILL ADAMS, SR."	{a}	2,auto-monosemic-2lang;
[anh chàng sếu vườn]	{n}	"flanders(iof>european_country>thing)"	"A MEDIEVAL COUNTRY IN NORTHERN EUROPE THAT INCLUDED REGIONS NOW PARTS OF NORTHERN FRANCE AND BELGIUM AND SOUTHWESTERN NETHERLANDS"	""	{n}	2,auto-monosemic-2lang;
[anh hàng cá]	{n}	"fishmonger(icl>trader>thing)"	"SOMEONE WHO SELLS FISH"	""	{n}	2,auto-monosemic-2lang;
[anh họ]	{n}	"cousin(icl>relative>thing,obj>person,cob>person)"	"THE CHILD OF YOUR AUNT OR UNCLE"	"MY COUSIN MARK HELPED ME"	{n}	2,auto-monosemic-2lang;
[anh hùng]	{a}	"heroic(icl>adj,equ>desperate)"	"SHOWING EXTREME COURAGE"	"THEY TOOK HEROIC MEASURES TO SAVE HIS LIFE"	{a}	2,auto-polysemic-3lang;
[anh hùng]	{a}	"heroic(icl>adj)"	"HAVING OR DISPLAYING QUALITIES APPROPRIATE FOR HEROES"	"THE HEROIC ATTACK ON THE BEACHES OF NORMANDY"	{a}	2,auto-polysemic-3lang;
[ánh lửa]	{n}	"fire(icl>attack>thing)"	"THE ACT OF FIRING WEAPONS OR ARTILLERY AT AN ENEMY"	"HOLD YOUR FIRE UNTIL YOU CAN SEE THE WHITES OF THEIR EYES"	{n}	2,auto-polysemic-3lang;
[ánh lửa]	{n}	"fire(icl>combustion>thing)"	"THE PROCESS OF COMBUSTION OF INFLAMMABLE MATERIALS PRODUCING HEAT AND LIGHT AND (OFTEN) SMOKE"	"FIRE WAS ONE OF OUR ANCESTORS' FIRST DISCOVERIES"	{n}	2,auto-polysemic-3lang;
[ánh lửa]	{n}	"fire(icl>element>thing)"	"ONCE THOUGHT TO BE ONE OF FOUR ELEMENTS COMPOSING THE UNIVERSE (EMPEDOCLES)"	""	{n}	2,auto-polysemic-3lang;
[ánh lửa]	{n}	"fire(icl>trial>thing)"	"A SEVERE TRIAL"	"HE WENT THROUGH FIRE AND DAMNATION"	{n}	2,auto-polysemic-3lang;
[anh]	{n}	"brother(icl>male_sibling>thing,ant>sister,obj>man,cob>person)"	"A MALE WITH THE SAME PARENTS AS SOMEONE ELSE"	"MY BROTHER STILL LIVES WITH OUR PARENTS"	{n}	2,auto-polysemic-3lang;
[anh]	{n}	"brother(icl>member>thing)"	"A MAN WHO IS A FELLOW MEMBER (OF A FRATERNITY OR RELIGION OF OTHER GROUP)"	"NONE OF HIS BROTHERS WOULD BETRAY HIM"	{n}	2,auto-polysemic-3lang;
[anh]	{n}	"brother(icl>monk>thing)"	"(ROMAN CATHOLIC CHURCH) A TITLE GIVEN TO A MONK AND USED AS FORM OF ADDRESS"	"A BENEDICTINE BROTHER"	{n}	2,auto-polysemic-3lang;
[anh ngốc]	{n}	"simpleton(icl>person>thing)"	"A PERSON LACKING INTELLIGENCE OR COMMON SENSE"	""	{n}	1,auto-monosemic-1lang;
[ảnh]	{n}	"photograph(icl>picture>thing)"	"A PICTURE OF A PERSON OR SCENE IN THE FORM OF A PRINT OR TRANSPARENT SLIDE"	"RECORDED BY A CAMERA ON LIGHT-SENSITIVE MATERIAL"	{n}	2,auto-polysemic-3lang;
[ảnh]	{n}	"photo(icl>picture>thing,equ>photograph)"	"A PICTURE OF A PERSON OR SCENE IN THE FORM OF A PRINT OR TRANSPARENT SLIDE"	"RECORDED BY A CAMERA ON LIGHT-SENSITIVE MATERIAL"	{n}	2,auto-polysemic-3lang;
[ảnh]	{n}	"shot(icl>photograph>thing,equ>snapshot)"	"AN INFORMAL PHOTOGRAPH"	"USUALLY MADE WITH A SMALL HAND-HELD CAMERA"	{n}	2,auto-polysemic-3lang;
[anh]	{n}	"you(icl>group)"	"THE GROUP BEING ADDRESSED"	"YOU ARE MY FRIENDS"	{n}	2,auto-polysemic-3lang;
[anh]	{n}	"you(icl>person,equ>anyone)"	"ANYONE (IN GENERAL STATEMENTS)"	"IT FEELS BAD AT FIRST BUT YOU GET USED"	{n}	2,auto-polysemic-3lang;
[anh]	{n}	"you(icl>person)"	"THE PERSON BEING ADDRESSED"	"YOU ARE MY FRIEND"	{n}	2,auto-polysemic-3lang;
[anh quỷnh]	{n}	"simpleton(icl>person>thing)"	"A PERSON LACKING INTELLIGENCE OR COMMON SENSE"	""	{n}	1,auto-monosemic-1lang;
[ánh sáng]	{n}	"fire(icl>attack>thing)"	"THE ACT OF FIRING WEAPONS OR ARTILLERY AT AN ENEMY"	"HOLD YOUR FIRE UNTIL YOU CAN SEE THE WHITES OF THEIR EYES"	{n}	2,auto-polysemic-3lang;
[ánh sáng]	{n}	"fire(icl>combustion>thing)"	"THE PROCESS OF COMBUSTION OF INFLAMMABLE MATERIALS PRODUCING HEAT AND LIGHT AND (OFTEN) SMOKE"	"FIRE WAS ONE OF OUR ANCESTORS' FIRST DISCOVERIES"	{n}	2,auto-polysemic-3lang;
[ánh sáng]	{n}	"fire(icl>element>thing)"	"ONCE THOUGHT TO BE ONE OF FOUR ELEMENTS COMPOSING THE UNIVERSE (EMPEDOCLES)"	""	{n}	2,auto-polysemic-3lang;
[ánh sáng]	{n}	"fire(icl>trial>thing)"	"A SEVERE TRIAL"	"HE WENT THROUGH FIRE AND DAMNATION"	{n}	2,auto-polysemic-3lang;
[ánh sáng]	{n}	"light(icl>actinic_radiation>thing)"	"(PHYSICS) ELECTROMAGNETIC RADIATION THAT CAN PRODUCE A VISUAL SENSATION"	"THE LIGHT WAS FILTERED THROUGH A SOFT GLASS WINDOW"	{n}	2,auto-polysemic-3lang;
[ánh sáng]	{n}	"light(icl>ethical_motive>thing,equ>inner_light)"	"A DIVINE PRESENCE BELIEVED BY QUAKERS TO ENLIGHTEN AND GUIDE THE SOUL"	""	{n}	2,auto-polysemic-3lang;
[ánh sáng]	{n}	"light(icl>illumination>thing,ant>dark)"	"HAVING ABUNDANT LIGHT OR ILLUMINATION"	"THEY PLAYED AS LONG AS IT WAS LIGHT"	{n}	2,auto-polysemic-3lang;
[ánh sáng]	{n}	"light(icl>insight>thing)"	"MENTAL UNDERSTANDING AS AN ENLIGHTENING EXPERIENCE"	"HE FINALLY SAW THE LIGHT"	{n}	2,auto-polysemic-3lang;
[ánh sáng]	{n}	"light(icl>position>thing)"	"A PARTICULAR PERSPECTIVE OR ASPECT OF A SITUATION"	"ALTHOUGH HE SAW IT IN A DIFFERENT LIGHT, HE STILL DID NOT UNDERSTAND"	{n}	2,auto-polysemic-3lang;
[ánh sáng]	{n}	"light(icl>scene>thing)"	"AN ILLUMINATED AREA"	"HE STEPPED INTO THE LIGHT"	{n}	2,auto-polysemic-3lang;
[ánh sáng]	{n}	"light(icl>source_of_illumination>thing)"	"ANY DEVICE SERVING AS A SOURCE OF ILLUMINATION"	"HE STOPPED THE CAR AND TURNED OFF THE LIGHTS"	{n}	2,auto-polysemic-3lang;
[ánh sáng]	{n}	"light(icl>vitality>thing,equ>sparkle)"	"MERRIMENT EXPRESSED BY A BRIGHTNESS OR GLEAM OR ANIMATION OF COUNTENANCE"	"HE HAD A SPARKLE IN HIS EYE"	{n}	2,auto-polysemic-3lang;
[anh thộn]	{n}	"simpleton(icl>person>thing)"	"A PERSON LACKING INTELLIGENCE OR COMMON SENSE"	""	{n}	1,auto-monosemic-1lang;
[anh vợ]	{n}	"brother-in-law(icl>in-law>thing,obj>man,cob>person)"	"A BROTHER BY MARRIAGE"	""	{n}	2,auto-polysemic-3lang;
[anilin]	{n}	"aniline(icl>amine>thing)"	"OILY POISONOUS LIQUID AMINE OBTAINED FROM NITROBENZENE AND USED TO MAKE DYES AND PLASTICS AND MEDICINES"	""	{n}	2,auto-monosemic-2lang;
[anion]	{n}	"anion(icl>ion>thing)"	"A NEGATIVELY CHARGED ION"	""	{n}	2,auto-monosemic-2lang;
[ăn không ngồi rồi]	{v}	"laze(icl>do,equ>idle,agt>thing)"	"BE IDLE"	"EXIST IN A CHANGELESS SITUATION"	{v}	2,auto-polysemic-3lang;
[ăn mặc]	{n}	"toilet(icl>plumbing_fixture>thing)"	"A PLUMBING FIXTURE FOR DEFECATION AND URINATION"	""	{n}	2,auto-polysemic-3lang;
[ăn mặc]	{n}	"toilet(icl>room>thing)"	"A ROOM OR BUILDING EQUIPPED WITH ONE OR MORE TOILETS"	""	{n}	2,auto-polysemic-3lang;
[ăn mòn]	{a}	"scathing(icl>adj)"	"MARKED BY HARSHLY ABUSIVE CRITICISM"	"HIS SCATHING REMARKS ABOUT SILLY LADY NOVELISTS"	{a}	2,auto-polysemic-3lang;
[ân nhân]	{n}	"benefactor(icl>good_person>thing)"	"A PERSON WHO HELPS PEOPLE OR INSTITUTIONS (ESPECIALLY WITH FINANCIAL HELP)"	""	{n}	2,auto-polysemic-3lang;
[ăn thịt]	{a}	"flesh-eating(icl>adj,equ>flesh-eating)"	"(OF ANIMALS) CARNIVOROUS"	""	{a}	2,auto-polysemic-3lang;
[ăn thịt đồng loại]	{a}	"cannibalistic(icl>adj,com>cannibal)"	"CHARACTERISTIC OF CANNIBALS OR EXHIBITING CANNIBALISM"	"CANNIBALISTIC BEHAVIOR"	{a}	1,auto-monosemic-1lang;
[antraxit]	{n}	"anthracite(icl>coal>thing)"	"A HARD NATURAL COAL THAT BURNS SLOWLY AND GIVES INTENSE HEAT"	""	{n}	2,auto-monosemic-2lang;
[ăn trộm]	{v}	"steal(icl>filch>do,agt>living_thing,obj>concrete_thing,cag>thing)"	"TAKE SOMETHING THAT BELONGS TO SOMEONE ELSE"	"HE STOLE 45 IN CASH; A WELL-KNOWN SCIENTIST WAS ACCUSED OF STEALING HIS FORMER STUDENT'S IDEAS"	{v}	2,auto-polysemic-3lang;
[ăn trộm]	{v}	"thieve(icl>steal>do,equ>hook,plf>thing,agt>volitional_thing,obj>concrete_thing)"	"TAKE BY THEFT"	"SOMEONE SNITCHED MY WALLET!"	{v}	2,auto-polysemic-3lang;
[ấn tượng đầu]	{n}	"foretaste(icl>expectation>thing)"	"AN EARLY LIMITED AWARENESS OF SOMETHING YET TO OCCUR"	""	{n}	2,auto-monosemic-2lang;
[an ủi]	{v}	"console(icl>do,equ>comfort,agt>thing,obj>thing,met>thing)"	"GIVE MORAL OR EMOTIONAL STRENGTH TO"	""	{v}	2,auto-polysemic-3lang;
[an ủi]	{v}	"solace(icl>do,equ>comfort,agt>thing,obj>thing,met>thing)"	"GIVE MORAL OR EMOTIONAL STRENGTH TO"	""	{v}	2,auto-polysemic-3lang;
[ấn vào thùng]	{v}	"daunt(icl>frighten>do,agt>thing,obj>person,met>uw)"	"MAKE SOMEONE FEEL AFRAID OR LESS CONFIDENT"	"NOTHING CAN DAUNT HIM (OBJ)"	{v}	1,auto-monosemic-1lang;
[ăn]	{v}	"eat(icl>consume>do,agt>living_thing,obj>concrete_thing,ins>thing)"	"TAKE IN SOLID FOOD"	"SHE WAS EATING A BANANA"	{v}	2,auto-polysemic-3lang;
[ăn vội vàng]	{v}	"snack(icl>eat>do,equ>nosh,agt>person,obj>thing)"	"EAT A SNACK"	"EAT LIGHTLY"	{v}	1,auto-monosemic-1lang;
[ấn]	{v}	"press(icl>push>do,agt>person,obj>thing)"	"EXERT PRESSURE TO OR UPON"	"LILY (AGT) PRESSED THE SWITCH (OBJ)"	{v}	2,auto-polysemic-3lang;
[ảo]	{a}	"imaginary(icl>adj,equ>fanciful)"	"NOT BASED ON FACT"	"A SMALL CHILD'S IMAGINARY FRIENDS"	{a}	2,auto-polysemic-3lang;
[áo bọc]	{n}	"jacket(icl>wrapping>thing)"	"AN OUTER WRAPPING OR CASING"	"PHONOGRAPH RECORDS WERE SOLD IN CARDBOARD JACKETS"	{n}	1,auto-monosemic-1lang;
[áo cộc tay và thường có đính biểu trưng của một tổ chức nào đó]	{n}	"blazer(icl>jacket>thing)"	"LIGHTWEIGHT SINGLE-BREASTED JACKET"	"OFTEN STRIPED IN THE COLORS OF A CLUB OR SCHOOL"	{n}	2,auto-monosemic-2lang;
[ảo giác]	{n}	"hallucination(icl>delusion>thing)"	"ILLUSORY PERCEPTION"	"A COMMON SYMPTOM OF SEVERE MENTAL DISORDER"	{n}	2,auto-polysemic-3lang;
[áo giáp của bại tướng]	{n}	"trophy(icl>award>thing)"	"SOMETHING GIVEN AS A TOKEN OF VICTORY"	""	{n}	2,auto-monosemic-2lang;
[áo khoác ngoài]	{n}	"smock(icl>coverall>thing,equ>duster)"	"A LOOSE COVERALL (COAT OR FROCK) REACHING DOWN TO THE ANKLES"	""	{n}	2,auto-polysemic-3lang;
[áo kimônô]	{n}	"kimono(icl>robe>thing)"	"A LOOSE ROBE"	"IMITATED FROM ROBES ORIGINALLY WORN BY JAPANESE"	{n}	2,auto-monosemic-2lang;
